First Name,Gender,Start Date,Salary,Mgmt,Team
Andrea,Female,11/17/11,123591,True,Engineering
Carl,Male,3/30/87,75598,False,
Randy,Male,9/27/00,89831,True,
Marilyn,Female,7/2/84,92430,False,Engineering
Wayne,Male,9/2/09,126956,False,HR
Frances,Female,11/12/96,112467,False,Business Dev
Amanda,,8/11/91,46665,True,IT
Kathleen,Female,8/28/04,42553,True,Distribution
Amanda,Female,1/25/95,102081,False,Sales
Amanda,,3/16/10,135118,False,Finance
Shawn,Male,9/29/87,71975,False,HR
Katherine,Female,8/13/96,149908,False,Finance
Anna,,3/13/85,45418,False,Marketing
Elizabeth,Female,2/21/10,79145,False,Finance
Donald,Male,4/6/88,122920,False,
Gregory,Male,11/15/99,128031,True,Business Dev
Ruth,Female,2/17/04,59969,True,Finance
Cynthia,Female,7/5/86,35381,False,Finance
Deborah,Female,11/21/85,113129,False,IT
Willie,Male,12/5/09,141932,True,Engineering
Debra,Female,5/28/06,42296,False,Product
Carl,Male,12/14/84,63395,False,Legal
Walter,Male,9/24/07,125382,True,IT
Lisa,Female,2/9/82,113592,True,Marketing
Rebecca,Female,3/5/00,46750,True,Sales
Jessica,Female,10/19/86,90285,True,IT
Steve,,8/27/09,53692,True,Marketing
Mary,,12/24/86,100341,False,Distribution
Craig,Male,8/21/95,123876,False,Engineering
Katherine,Female,12/19/00,41643,True,Distribution
Andrea,Female,8/31/89,113760,True,Distribution
Timothy,Male,10/6/10,49473,False,Legal
Anthony,Male,2/13/13,146141,True,Distribution
Harold,,2/4/04,79459,True,Business Dev
Douglas,,2/4/09,104496,True,Marketing
James,Male,12/5/01,67789,True,Legal
Joseph,,3/28/82,86564,True,
Martha,Female,9/14/01,135758,True,IT
Laura,Female,7/12/00,84672,False,Distribution
Robert,Male,11/5/82,111580,False,HR
Ralph,Male,3/24/96,50455,False,Business Dev
,Male,8/28/12,88733,,HR
Diane,Female,10/30/09,130577,False,Marketing
Annie,Female,6/6/92,138925,True,Marketing
Jacqueline,Female,9/20/94,62371,True,IT
Brenda,Female,4/17/84,87715,False,Product
Lori,Female,9/11/02,66029,True,IT
Albert,Male,6/17/92,86818,True,Engineering
Frank,Male,11/23/02,75147,False,Product
Deborah,Female,4/23/00,105573,True,Product
Robin,,12/20/05,41230,True,Distribution
Alice,Female,1/21/16,117787,False,
,Male,10/20/89,88086,,Finance
Paul,,2/18/11,91462,False,Finance
,Male,12/27/96,139959,,Distribution
Brian,Male,4/7/07,93901,True,Legal
Julie,,5/8/80,50529,False,Finance
Bruce,Male,1/28/07,134988,True,Sales
Joan,Female,10/2/07,120941,True,Finance
Harold,Male,5/15/07,118753,False,Sales
Alice,Female,10/16/95,92799,False,Sales
Barbara,Female,11/12/11,85718,False,IT
Sarah,Female,4/6/99,109517,False,HR
Samuel,Male,5/25/12,85550,True,Marketing
,Male,5/23/90,136655,,Distribution
Barbara,,8/2/02,43312,True,Legal
Amy,,5/19/84,102839,True,Distribution
Frank,Male,3/2/09,78891,True,Distribution
Robin,,9/16/05,93201,True,Legal
Debra,Female,3/17/11,84693,True,Finance
Brandon,,5/31/04,73587,True,HR
Thomas,Male,9/7/91,65251,False,Distribution
Harry,Male,9/23/15,129148,True,Engineering
Todd,Male,7/4/93,128175,True,
Patricia,Female,3/7/98,75825,False,Engineering
Steve,Male,1/11/02,51821,True,Legal
,Male,4/7/95,60411,,HR
Edward,Male,11/27/97,58327,True,Finance
Karen,Female,1/9/14,46478,False,Engineering
Martin,,2/6/01,123963,True,Engineering
Ann,Female,9/28/94,79796,False,Distribution
Jonathan,Male,7/30/84,83809,False,Distribution
Peter,Male,3/22/82,77933,True,Engineering
Eric,Male,6/15/93,51070,True,Business Dev
Jason,,4/15/88,97480,False,HR
Terry,Male,10/21/10,58357,False,Engineering
John,Male,1/29/99,67165,False,Engineering
Marie,Female,4/8/83,145988,True,HR
Harold,Male,4/16/10,147417,True,Business Dev
Joshua,Male,6/27/97,95003,True,Marketing
Brandon,,9/5/92,144187,True,Legal
Andrea,Female,12/10/01,37888,False,Engineering
Jeremy,Male,5/19/91,131513,True,Finance
Daniel,Male,2/29/16,77287,True,
Roy,Male,5/10/04,46875,True,Sales
Dorothy,Female,10/8/08,82744,True,IT
Steven,Male,9/7/86,43252,False,IT
Nicole,Female,4/26/09,66047,True,Marketing
Ann,Female,7/16/01,118431,True,Finance
Henry,Male,5/12/86,59943,False,Finance
,Male,6/17/09,136681,,Business Dev
,Female,12/18/94,138807,,HR
Barbara,Female,11/26/02,82884,True,Business Dev
Judy,Female,4/5/11,48668,True,Product
Lawrence,Male,7/23/11,122971,False,Product
Joseph,Male,10/10/10,107050,False,Business Dev
Carlos,Male,1/25/81,138598,False,Sales
Russell,,5/9/09,149456,False,Marketing
Jane,Female,7/10/99,128540,False,Legal
Martin,Male,2/25/16,61117,False,IT
Steven,Male,5/30/80,100949,True,HR
Judy,,7/15/11,46829,True,Finance
James,Male,2/16/08,69111,True,Business Dev
Gloria,Female,8/19/04,46602,True,Business Dev
Ernest,Male,6/30/01,61181,False,Business Dev
Martha,Female,7/17/97,94963,True,Business Dev
Janet,,1/25/86,85789,False,Legal
Louis,,2/5/83,145274,False,Product
Tina,Female,8/6/99,102841,False,IT
Henry,Male,2/23/07,49665,False,Business Dev
Antonio,Male,6/6/99,41928,True,
Lisa,Female,4/11/07,128042,True,Legal
Denise,Female,2/19/84,86150,False,IT
Stephen,Male,10/21/84,121816,True,Distribution
Benjamin,Male,4/12/88,123409,False,Product
Carl,,8/18/07,98295,True,Legal
Ruth,Female,9/2/80,59678,False,Distribution
Shawn,Male,12/29/06,57871,True,HR
Jennifer,Female,3/31/15,132084,True,Engineering
Terry,Male,11/10/04,35633,True,Distribution
Jacqueline,Female,7/27/08,125298,True,Legal
Roger,Male,5/2/88,115582,True,Sales
Alice,,4/23/95,148339,True,Finance
Justin,Male,7/25/91,112975,False,HR
Janet,Female,7/12/08,36927,False,IT
Robin,Female,3/26/04,70248,True,Sales
Samuel,,10/7/02,141305,True,Marketing
Katherine,Female,9/22/06,72002,True,Product
Peter,Male,5/22/91,102577,True,Product
Lillian,Female,8/14/09,113554,True,Business Dev
,Male,10/24/86,47176,,Finance
,Female,6/18/00,106428,,
Rose,Female,11/3/99,75181,True,Finance
Bobby,Male,9/30/04,79047,False,HR
Kimberly,Female,4/20/86,52970,False,Sales
Antonio,Male,12/28/03,137979,False,Distribution
Doris,Female,9/8/84,114360,True,Business Dev
Steven,Male,7/5/09,110306,True,HR
Lawrence,Male,7/3/95,46378,False,
,Male,5/6/86,74104,,IT
,,4/15/91,132505,,Product
Stephanie,Female,9/14/82,96649,False,Sales
,Female,7/24/82,57811,,Marketing
Sandra,Female,9/7/89,111468,True,Product
Kevin,Male,7/1/05,141498,True,Sales
Michelle,,3/31/12,124441,False,Business Dev
Lisa,Female,7/8/00,40121,False,Product
Fred,Male,3/3/89,129712,False,Finance
Joseph,Male,11/4/82,126010,False,Legal
Anne,,4/18/96,122762,False,Distribution
Andrea,Female,7/22/99,149105,True,Distribution
Nicole,Female,3/1/04,44021,False,
Theresa,,10/7/95,42025,True,HR
Catherine,Female,8/31/86,59970,False,IT
Rose,Female,12/31/82,145001,False,Engineering
Lawrence,Male,10/1/84,102589,True,Marketing
Raymond,Male,12/12/86,47529,True,Product
Clarence,Male,8/5/89,148941,False,Product
Ryan,Male,4/15/88,91109,True,HR
Jane,Female,1/12/92,51923,False,Business Dev
Lois,Female,7/28/12,53954,False,Product
Shawn,Male,3/17/08,39335,False,Distribution
Thomas,Male,5/3/90,111371,True,Engineering
Kathryn,Female,1/29/08,86676,False,Sales
Mary,Female,11/6/11,115057,False,Finance
Julie,Female,3/8/80,145357,False,Engineering
George,Male,9/27/95,36749,False,Finance
Ralph,Male,2/10/00,89854,False,Business Dev
Judith,Female,9/3/89,134048,True,Marketing
,Male,12/13/94,141311,,Product
Evelyn,Female,2/10/02,123621,True,Marketing
Rachel,Female,6/23/11,54941,True,Distribution
Maria,,1/18/86,106562,False,HR
Kelly,Female,3/17/07,39371,False,Engineering
Ruby,Female,5/31/08,83112,False,Marketing
Ann,Female,10/3/80,96941,True,Distribution
Kenneth,Male,12/14/85,47232,True,Legal
William,Male,11/18/93,54058,True,HR
,Female,12/27/80,80399,,Distribution
Deborah,Female,2/26/09,118043,True,Business Dev
,Male,11/12/09,109411,,Engineering
Julia,Female,8/18/14,97566,False,Marketing
Robert,,12/4/00,69267,True,Sales
,,8/1/88,87103,,
Jesse,,7/16/14,98811,False,Legal
Cynthia,Female,7/12/06,149684,False,Product
Johnny,Male,1/14/07,71383,True,HR
Michael,Male,8/31/02,81206,True,Distribution
Kenneth,Male,1/15/15,69112,True,Finance
Keith,Male,2/12/03,120672,False,Legal
Gerald,Male,5/28/10,96511,False,HR
Carl,,2/11/82,49325,True,Business Dev
Douglas,Male,8/4/07,132175,False,Engineering
Carolyn,Female,3/17/04,118037,False,Finance
Joseph,Male,5/23/85,139570,True,Finance
Billy,Male,4/6/00,115280,False,Distribution
Joyce,Female,7/25/01,51065,False,HR
Lillian,Female,8/26/02,103854,True,Distribution
Ruby,Female,8/13/06,48354,False,Business Dev
Sandra,Female,2/7/98,132327,False,Product
Louise,Female,2/26/82,106362,False,Sales
Maria,,6/19/85,148857,False,Legal
Brenda,Female,1/3/81,131131,False,IT
Stephen,Male,9/10/90,129663,False,HR
Nicole,,5/2/81,41449,False,Finance
Bobby,Male,6/5/84,93368,True,Product
Ernest,Male,9/6/97,53335,False,Product
Charles,Male,9/3/97,148291,False,
Bobby,Male,8/19/96,147842,True,
Diana,Female,11/19/04,105066,True,Business Dev
Mildred,Female,4/6/07,139284,True,
Harry,Male,2/10/85,63046,False,Finance
Phillip,,10/20/03,89700,True,
Bonnie,,1/18/06,108946,False,Finance
Marie,Female,12/8/93,98406,True,Product
Sean,Male,4/25/06,108581,False,HR
Robin,Female,10/1/12,41808,False,Business Dev
Phillip,Male,10/7/84,36837,False,Marketing
Jerry,Male,3/26/89,140850,False,Finance
Ronald,Male,5/25/83,50426,True,Sales
Phillip,Male,5/15/84,134120,False,HR
Ryan,Male,11/16/12,57292,False,
Karen,Female,8/29/97,80633,False,Legal
Bonnie,Female,8/25/04,131943,False,IT
Earl,Male,6/15/13,48046,False,Marketing
Katherine,Female,8/18/13,97443,False,Product
Matthew,Male,8/3/95,135352,True,Business Dev
Cynthia,,11/19/96,107816,False,Marketing
Gerald,Male,3/29/03,96329,True,Engineering
Brenda,Female,1/18/15,73749,False,Business Dev
Jason,Male,5/1/98,75607,True,Sales
Melissa,Female,9/8/94,98858,True,HR
Beverly,Female,4/11/98,76485,True,Engineering
Terry,,9/11/92,41238,False,Marketing
,Male,9/5/80,114896,,IT
Jacqueline,Female,5/25/03,125418,False,Distribution
Amy,Female,5/20/09,75415,False,IT
Robert,,5/25/07,90998,False,Finance
Ruby,Female,1/28/80,142868,False,Marketing
Sara,,11/18/14,135990,True,Distribution
Kathryn,Female,10/27/95,57300,False,Marketing
Lisa,Female,10/17/03,73706,False,Finance
Juan,Male,10/6/93,85871,False,Product
Anthony,Male,1/30/14,96795,False,Sales
David,Male,12/5/09,92242,False,Legal
Marilyn,Female,10/8/07,115149,True,Legal
Margaret,Female,1/4/01,126924,True,Finance
,Male,11/24/15,145329,,Finance
Timothy,Male,8/25/91,92587,False,Finance
Brandon,Male,10/23/95,60263,False,Sales
Frank,Male,7/27/13,91406,True,Business Dev
Betty,Female,11/19/02,37005,True,Marketing
Janice,,11/19/91,139791,False,Business Dev
Victor,Male,3/10/10,45267,True,Sales
Kenneth,,2/28/94,95296,False,Finance
Jane,Female,4/27/12,59680,True,Business Dev
Walter,Male,5/21/92,144701,True,Marketing
Christina,Female,6/23/02,35477,False,HR
Patricia,Female,10/10/95,119266,False,Distribution
,Male,5/23/01,103877,,Distribution
Heather,Female,7/29/83,47605,True,HR
Stephanie,Female,6/26/88,136604,True,HR
Alice,Female,2/9/13,121250,True,Finance
Frances,Female,5/16/14,35884,False,Sales
Elizabeth,Female,7/27/98,137144,False,Finance
Janice,Female,12/17/09,102697,False,Engineering
Donald,Male,8/1/91,61999,False,Product
Melissa,Female,10/22/02,45223,True,Legal
Carl,Male,7/7/10,54033,True,Business Dev
Joe,Male,12/8/98,126120,False,
Lois,Female,12/11/15,99747,False,Marketing
Ann,Female,9/28/01,71958,True,Distribution
Todd,Male,1/4/83,115566,True,IT
Marilyn,Female,1/16/96,118369,True,Business Dev
Shawn,Male,3/13/08,51667,False,Product
Ryan,Male,4/27/99,85858,False,IT
Sean,Male,3/21/09,131423,False,Distribution
Rose,Female,1/2/02,49538,False,IT
George,Male,6/5/15,50369,True,Sales
Arthur,Male,12/5/13,86615,True,Business Dev
Irene,,2/28/91,135369,False,Business Dev
Deborah,Female,11/11/03,60003,False,IT
,Female,8/23/00,95866,,Sales
Judith,Female,3/1/04,109324,False,Distribution
Philip,Male,3/11/05,103557,True,Business Dev
Jeffrey,Male,9/20/86,111376,True,Business Dev
Theresa,Female,4/27/01,75661,True,Legal
Nancy,Female,9/10/01,85213,True,Marketing
Harold,Male,6/23/12,140444,False,Distribution
Bonnie,Female,12/23/08,90427,True,IT
Doris,Female,7/5/93,141439,False,Business Dev
Samuel,Male,8/7/97,43694,True,Engineering
Alice,Female,3/23/96,131952,False,Engineering
Maria,Female,3/14/03,96250,False,Business Dev
Aaron,,1/22/86,63126,False,IT
Mark,,9/9/06,44836,False,IT
Ralph,,7/28/95,70635,False,IT
Andrew,Male,9/28/90,137386,True,Distribution
William,Male,6/26/97,104840,True,Engineering
Lori,Female,11/20/15,75498,True,Marketing
Wayne,Male,9/8/06,67471,False,Engineering
Kenneth,Male,5/10/06,101914,True,Distribution
Gerald,,4/15/89,93712,True,Distribution
,Female,9/15/85,133472,,Distribution
,Male,7/30/12,107351,,Marketing
Ashley,Female,3/31/06,142410,True,Engineering
Scott,Male,8/20/11,37385,True,Business Dev
Paula,Female,5/21/83,58423,False,Business Dev
,Female,9/14/10,143638,,
Teresa,Female,1/22/13,113425,True,HR
Randy,Male,2/25/12,57266,False,Product
Joe,Male,1/19/80,119667,True,Finance
Sarah,Female,8/17/14,127118,False,Legal
Beverly,Female,10/17/86,80838,False,Engineering
Jeffrey,Male,2/3/84,70990,True,Sales
Gloria,Female,10/24/87,39833,False,Engineering
Albert,Male,9/19/92,45094,True,Business Dev
Stephen,Male,10/29/89,93997,True,Business Dev
Antonio,,6/18/89,103050,False,Legal
Jonathan,Male,8/21/13,121797,False,Product
Ann,Female,9/23/94,89443,True,Sales
Bruce,Male,5/7/80,35802,True,Sales
Catherine,Female,9/25/89,68164,False,IT
Louis,Male,8/16/11,93022,True,HR
Thomas,Male,3/12/16,105681,False,Engineering
Louise,Female,3/27/95,43050,False,Distribution
Linda,Female,2/4/10,44486,True,Engineering
Alice,Female,9/3/88,63571,True,Product
Patrick,Male,12/30/02,75423,True,Business Dev
Victor,,7/28/06,76381,True,Sales
Russell,Male,5/10/13,137359,False,Business Dev
Harry,Male,8/30/11,67656,True,IT
Susan,Female,4/7/95,92436,False,Sales
Denise,Female,10/19/92,137954,True,Legal
Sarah,Female,12/4/95,124566,False,Product
Sean,Male,1/17/83,66146,False,HR
Ernest,Male,7/20/13,142935,True,Product
Kimberly,Female,1/26/13,46233,True,Engineering
James,Male,1/15/93,148985,False,Legal
Rose,Female,4/6/82,91411,True,HR
John,Male,12/23/82,146907,False,Engineering
Maria,Female,10/15/11,43455,False,Engineering
Stephen,,7/10/83,85668,False,Legal
Donna,Female,11/26/82,82871,False,Marketing
Gloria,Female,12/8/14,136709,True,Finance
Alice,Female,10/5/04,47638,False,HR
Justin,,2/10/91,38344,False,Legal
Robin,Female,7/24/87,100765,True,IT
Rose,Female,8/25/02,134505,True,Marketing
Anthony,Male,10/16/11,112769,True,Finance
Tina,Female,5/15/97,56450,True,Engineering
George,Male,6/21/13,98874,True,Marketing
Henry,,11/23/14,132483,False,Distribution
Phillip,Male,1/31/84,42392,False,Finance
Russell,Male,5/20/13,96914,False,Product
Larry,Male,4/20/13,60500,False,Business Dev
Albert,Male,5/15/12,129949,True,Sales
,,,,,
